"Date","Provider_Type","Category","Complaints"
"01/31/2026","Primary","Driver","1"
"01/31/2026","Non-Transportation","Policy","3"
"01/31/2026","Non-Transportation","IT/Technology","2"
"01/30/2026","Supplemental","Vehicles","1"
"01/30/2026","Supplemental","Service - Ride Time","2"
"01/30/2026","Supplemental","Service - No Shows","8"
"01/30/2026","Supplemental","Service - Late Pickup","1"
"01/30/2026","Supplemental","Driver","6"
"01/30/2026","Broker","Vehicles","4"
"01/30/2026","Broker","Service - Ride Time","12"
"01/30/2026","Broker","Service - Other","4"
"01/30/2026","Broker","Service - No Shows","60"
"01/30/2026","Broker","Service - Late Pickup","25"
"01/30/2026","Broker","Driver","47"
"01/30/2026","Primary","Service - Ride Time","11"
"01/30/2026","Primary","Service - Other","1"
"01/30/2026","Primary","Service - No Shows","17"
"01/30/2026","Primary","Driver","12"
"01/30/2026","Primary","Service - Late Pickup","9"
"01/30/2026","Other/Unidentified Provider","Service - No Shows","1"
"01/30/2026","Other/Unidentified Provider","Service - Late Pickup","1"
"01/30/2026","Other/Unidentified Provider","Driver","2"
"01/30/2026","Non-Transportation","Travel Services (Same Day)","6"
"01/30/2026","Non-Transportation","Travel Planning (Res)","5"
"01/30/2026","Non-Transportation","Scheduling","2"
"01/30/2026","Non-Transportation","Policy","13"
"01/30/2026","Non-Transportation","IT/Technology","3"
"01/30/2026","Non-Transportation","Eligibility","2"
"01/30/2026","Non-Transportation","Customer Relations","2"
"01/30/2026","Non-Transportation","Customer","33"
"01/29/2026","Broker","Service - Ride Time","20"
"01/29/2026","Other/Unidentified Provider","Service - Ride Time","2"
"01/29/2026","Other/Unidentified Provider","Service - No Shows","3"
"01/29/2026","Other/Unidentified Provider","Driver","4"
"01/29/2026","Non-Transportation","Travel Services (Same Day)","3"
"01/29/2026","Non-Transportation","Travel Planning (Res)","1"
"01/29/2026","Non-Transportation","Scheduling","3"
"01/29/2026","Non-Transportation","Policy","13"
"01/29/2026","Non-Transportation","IT/Technology","6"
"01/29/2026","Non-Transportation","Eligibility","1"
"01/29/2026","Non-Transportation","Customer","17"
"01/29/2026","Supplemental","Vehicles","1"
"01/29/2026","Supplemental","Service - Ride Time","1"
"01/29/2026","Supplemental","Service - No Shows","14"
"01/29/2026","Supplemental","Service - Late Pickup","3"
"01/29/2026","Supplemental","Driver","12"
"01/29/2026","Broker","Vehicles","3"
"01/29/2026","Broker","Service - Other","9"
"01/29/2026","Broker","Service - No Shows","82"
"01/29/2026","Broker","Service - Late Pickup","26"
"01/29/2026","Broker","Driver","52"
"01/29/2026","Primary","Vehicles","1"
"01/29/2026","Primary","Service - Ride Time","7"
"01/29/2026","Primary","Service - No Shows","25"
"01/29/2026","Primary","Service - Late Pickup","11"
"01/29/2026","Primary","Driver","10"
"01/28/2026","Primary","Service - No Shows","32"
"01/28/2026","Other/Unidentified Provider","Service - No Shows","2"
"01/28/2026","Other/Unidentified Provider","Service - Late Pickup","1"
"01/28/2026","Other/Unidentified Provider","Driver","4"
"01/28/2026","Non-Transportation","Travel Services (Same Day)","4"
"01/28/2026","Non-Transportation","Travel Planning (Res)","7"
"01/28/2026","Non-Transportation","Scheduling","1"
"01/28/2026","Non-Transportation","Policy","12"
"01/28/2026","Non-Transportation","IT/Technology","6"
"01/28/2026","Non-Transportation","Eligibility","1"
"01/28/2026","Non-Transportation","Customer","26"
"01/28/2026","Supplemental","Service - Ride Time","2"
"01/28/2026","Supplemental","Service - No Shows","5"
"01/28/2026","Supplemental","Service - Late Pickup","4"
"01/28/2026","Supplemental","Driver","4"
"01/28/2026","Broker","Vehicles","2"
"01/28/2026","Primary","Service - Late Pickup","9"
"01/28/2026","Broker","Service - Ride Time","13"
"01/28/2026","Primary","Driver","18"
"01/28/2026","Broker","Service - Other","9"
"01/28/2026","Broker","Service - No Shows","71"
"01/28/2026","Broker","Service - Late Pickup","26"
"01/28/2026","Broker","Driver","49"
"01/28/2026","Primary","Vehicles","1"
"01/28/2026","Primary","Service - Ride Time","5"
"01/27/2026","Broker","Service - Other","2"
"01/27/2026","Other/Unidentified Provider","Service - Ride Time","1"
"01/27/2026","Other/Unidentified Provider","Service - No Shows","4"
"01/27/2026","Other/Unidentified Provider","Driver","2"
"01/27/2026","Non-Transportation","Travel Services (Same Day)","6"
"01/27/2026","Non-Transportation","Scheduling","1"
"01/27/2026","Non-Transportation","Policy","9"
"01/27/2026","Non-Transportation","Other","1"
"01/27/2026","Non-Transportation","IT/Technology","5"
"01/27/2026","Non-Transportation","Eligibility","2"
"01/27/2026","Non-Transportation","Customer Relations","2"
"01/27/2026","Non-Transportation","Customer","23"
"01/27/2026","Supplemental","Service - Ride Time","2"
"01/27/2026","Supplemental","Service - No Shows","4"
"01/27/2026","Supplemental","Service - Late Pickup","2"
"01/27/2026","Supplemental","Driver","4"
"01/27/2026","Broker","Vehicles","1"
"01/27/2026","Broker","Service - Ride Time","13"
"01/27/2026","Broker","Service - No Shows","54"
"01/27/2026","Broker","Service - Late Pickup","18"
"01/27/2026","Broker","Driver","28"
"01/27/2026","Primary","Service - No Shows","27"
"01/27/2026","Primary","Service - Late Pickup","4"
"01/27/2026","Primary","Driver","13"
"01/26/2026","Primary","Driver","6"
"01/26/2026","Other/Unidentified Provider","Service - No Shows","3"
"01/26/2026","Other/Unidentified Provider","Driver","2"
"01/26/2026","Non-Transportation","Travel Services (Same Day)","3"
"01/26/2026","Non-Transportation","Travel Planning (Res)","2"
"01/26/2026","Non-Transportation","Scheduling","3"
"01/26/2026","Non-Transportation","Policy","7"
"01/26/2026","Non-Transportation","IT/Technology","4"
"01/26/2026","Non-Transportation","Eligibility","3"
"01/26/2026","Non-Transportation","Customer","13"
"01/26/2026","Supplemental","Service - No Shows","2"
"01/26/2026","Supplemental","Service - Late Pickup","1"
"01/26/2026","Supplemental","Driver","4"
"01/26/2026","Broker","Vehicles","1"
"01/26/2026","Broker","Service - Ride Time","3"
"01/26/2026","Broker","Service - Other","3"
"01/26/2026","Broker","Service - No Shows","20"
"01/26/2026","Broker","Service - Late Pickup","1"
"01/26/2026","Broker","Driver","17"
"01/26/2026","Primary","Vehicles","1"
"01/26/2026","Primary","Service - Ride Time","1"
"01/26/2026","Primary","Service - No Shows","10"
"01/26/2026","Primary","Service - Late Pickup","3"
"01/25/2026","Broker","Service - No Shows","1"
"01/25/2026","Non-Transportation","Policy","1"
"01/25/2026","Non-Transportation","IT/Technology","2"
"01/25/2026","Broker","Vehicles","1"
"01/25/2026","Broker","Driver","2"
"01/24/2026","Broker","Driver","2"
"01/24/2026","Other/Unidentified Provider","Driver","1"
"01/24/2026","Non-Transportation","Policy","1"
"01/24/2026","Non-Transportation","Customer","1"
"01/24/2026","Primary","Driver","3"
"01/23/2026","Broker","Driver","49"
"01/23/2026","Other/Unidentified Provider","Service - Other","1"
"01/23/2026","Other/Unidentified Provider","Service - No Shows","2"
"01/23/2026","Other/Unidentified Provider","Driver","3"
"01/23/2026","Other/Unidentified Provider",,"1"
"01/23/2026","Non-Transportation","Travel Services (Same Day)","4"
"01/23/2026","Non-Transportation","Travel Planning (Res)","4"
"01/23/2026","Non-Transportation","Scheduling","2"
"01/23/2026","Non-Transportation","Policy","6"
"01/23/2026","Non-Transportation","IT/Technology","7"
"01/23/2026","Non-Transportation","Eligibility","3"
"01/23/2026","Non-Transportation","Customer","24"
"01/23/2026","Supplemental","Service - No Shows","9"
"01/23/2026","Supplemental","Service - Late Pickup","1"
"01/23/2026","Supplemental","Driver","5"
"01/23/2026","Broker","Service - Ride Time","15"
"01/23/2026","Broker","Service - Other","4"
"01/23/2026","Broker","Service - No Shows","25"
"01/23/2026","Broker","Service - Late Pickup","7"
"01/23/2026","Primary","Vehicles","1"
"01/23/2026","Primary","Service - Ride Time","4"
"01/23/2026","Primary","Service - No Shows","21"
"01/23/2026","Primary","Service - Late Pickup","8"
"01/23/2026","Primary","Driver","16"
"01/22/2026","Primary","Service - Late Pickup","10"
"01/22/2026","Other/Unidentified Provider","Service - No Shows","5"
"01/22/2026","Other/Unidentified Provider","Service - Late Pickup","1"
"01/22/2026","Other/Unidentified Provider","Driver","1"
"01/22/2026","Non-Transportation","Travel Services (Same Day)","4"
"01/22/2026","Non-Transportation","Travel Planning (Res)","9"
"01/22/2026","Non-Transportation","Scheduling","2"
"01/22/2026","Non-Transportation","Policy","25"
"01/22/2026","Non-Transportation","Other","1"
"01/22/2026","Non-Transportation","IT/Technology","10"
"01/22/2026","Non-Transportation","Eligibility","2"
"01/22/2026","Non-Transportation","Customer Relations","1"
"01/22/2026","Non-Transportation","Customer","39"
"01/22/2026","Supplemental","Vehicles","1"
"01/22/2026","Supplemental","Service - Ride Time","5"
"01/22/2026","Supplemental","Service - No Shows","7"
"01/22/2026","Supplemental","Driver","7"
"01/22/2026","Broker","Vehicles","5"
"01/22/2026","Broker","Service - Ride Time","11"
"01/22/2026","Broker","Service - Other","5"
"01/22/2026","Broker","Service - No Shows","37"
"01/22/2026","Broker","Service - Late Pickup","7"
"01/22/2026","Primary","Driver","16"
"01/22/2026","Broker","Driver","43"
"01/22/2026","Primary","Vehicles","1"
"01/22/2026","Primary","Service - Ride Time","9"
"01/22/2026","Primary","Service - No Shows","24"
"01/21/2026","Primary","Vehicles","1"
"01/21/2026","Other/Unidentified Provider","Service - No Shows","2"
"01/21/2026","Other/Unidentified Provider","Driver","1"
"01/21/2026","Non-Transportation","Travel Services (Same Day)","6"
"01/21/2026","Non-Transportation","Travel Planning (Res)","4"
"01/21/2026","Non-Transportation","Scheduling","4"
"01/21/2026","Non-Transportation","Policy","9"
"01/21/2026","Non-Transportation","IT/Technology","5"
"01/21/2026","Non-Transportation","Eligibility","3"
"01/21/2026","Non-Transportation","Customer","36"
"01/21/2026","Supplemental","Service - Ride Time","3"
"01/21/2026","Supplemental","Service - No Shows","8"
"01/21/2026","Supplemental","Service - Late Pickup","1"
"01/21/2026","Supplemental","Driver","5"
"01/21/2026","Broker","Vehicles","3"
"01/21/2026","Broker","Service - Ride Time","8"
"01/21/2026","Broker","Service - Other","5"
"01/21/2026","Broker","Service - No Shows","27"
"01/21/2026","Broker","Service - Late Pickup","12"
"01/21/2026","Broker","Driver","46"
"01/21/2026","Primary","Service - Ride Time","2"
"01/21/2026","Primary","Service - No Shows","12"
"01/21/2026","Primary","Service - Late Pickup","5"
"01/21/2026","Primary","Driver","9"
"01/20/2026","Non-Transportation","Customer","32"
"01/20/2026","Other/Unidentified Provider","Service - Ride Time","1"
"01/20/2026","Other/Unidentified Provider","Service - No Shows","1"
"01/20/2026","Other/Unidentified Provider","Driver","3"
"01/20/2026","Non-Transportation","Travel Services (Same Day)","4"
"01/20/2026","Non-Transportation","Travel Planning (Res)","5"
"01/20/2026","Non-Transportation","Scheduling","1"
"01/20/2026","Non-Transportation","Policy","13"
"01/20/2026","Non-Transportation","IT/Technology","9"
"01/20/2026","Non-Transportation","Eligibility","1"
"01/20/2026","Supplemental","Service - Late Pickup","1"
"01/20/2026","Supplemental","Driver","9"
"01/20/2026","Broker","Vehicles","5"
"01/20/2026","Broker","Service - Ride Time","15"
"01/20/2026","Broker","Service - Other","4"
"01/20/2026","Broker","Service - No Shows","43"
"01/20/2026","Broker","Service - Late Pickup","12"
"01/20/2026","Broker","Driver","75"
"01/20/2026","Primary","Vehicles","1"
"01/20/2026","Primary","Service - Ride Time","3"
"01/20/2026","Primary","Service - Other","1"
"01/20/2026","Primary","Service - No Shows","22"
"01/20/2026","Primary","Service - Late Pickup","5"
"01/20/2026","Primary","Driver","13"
"01/20/2026","Supplemental","Vehicles","2"
"01/20/2026","Supplemental","Service - Ride Time","1"
"01/20/2026","Supplemental","Service - Other","1"
"01/20/2026","Supplemental","Service - No Shows","10"
"01/19/2026","Primary","Service - No Shows","2"
"01/19/2026","Non-Transportation","Policy","2"
"01/19/2026","Non-Transportation","IT/Technology","1"
"01/19/2026","Supplemental","Service - No Shows","1"
"01/19/2026","Broker","Service - Other","1"
"01/19/2026","Broker","Service - No Shows","1"
"01/19/2026","Broker","Driver","2"
"01/19/2026","Non-Transportation","Travel Planning (Res)","1"
"01/18/2026","Non-Transportation","Travel Services (Same Day)","1"
"01/18/2026","Non-Transportation","Policy","3"
"01/18/2026","Non-Transportation","IT/Technology","1"
"01/18/2026","Non-Transportation","Customer","1"
"01/18/2026","Broker","Driver","1"
"01/18/2026","Primary","Driver","1"
"01/17/2026","Primary","Service - No Shows","1"
"01/17/2026","Non-Transportation","Travel Planning (Res)","1"
"01/17/2026","Non-Transportation","Policy","4"
"01/17/2026","Supplemental","Driver","3"
"01/17/2026","Broker","Service - No Shows","1"
"01/17/2026","Broker","Service - Late Pickup","1"
"01/17/2026","Broker","Driver","5"
"01/17/2026","Primary","Service - Ride Time","1"
"01/16/2026","Non-Transportation","Travel Services (Same Day)","5"
"01/16/2026","Non-Transportation","Travel Planning (Res)","4"
"01/16/2026","Non-Transportation","Scheduling","2"
"01/16/2026","Non-Transportation","Policy","21"
"01/16/2026","Non-Transportation","IT/Technology","4"
"01/16/2026","Non-Transportation","Eligibility","1"
"01/16/2026","Non-Transportation","Customer","31"
"01/16/2026","Supplemental","Vehicles","1"
"01/16/2026","Supplemental","Service - Ride Time","1"
"01/16/2026","Supplemental","Service - No Shows","4"
"01/16/2026","Supplemental","Driver","8"
"01/16/2026","Broker","Vehicles","2"
"01/16/2026","Broker","Service - Ride Time","10"
"01/16/2026","Broker","Service - Other","2"
"01/16/2026","Broker","Service - No Shows","33"
"01/16/2026","Broker","Service - Late Pickup","6"
"01/16/2026","Broker","Driver","39"
"01/16/2026","Primary","Vehicles","1"
"01/16/2026","Primary","Service - Ride Time","3"
"01/16/2026","Primary","Service - Other","1"
"01/16/2026","Primary","Service - No Shows","22"
"01/16/2026","Primary","Service - Late Pickup","6"
"01/16/2026","Primary","Driver","17"
"01/16/2026","Other/Unidentified Provider","Driver","3"
"01/15/2026","Broker","Driver","48"
"01/15/2026","Primary","Service - Other","1"
"01/15/2026","Primary","Service - Ride Time","8"
"01/15/2026","Other/Unidentified Provider","Service - Ride Time","1"
"01/15/2026","Other/Unidentified Provider","Service - No Shows","1"
"01/15/2026","Other/Unidentified Provider","Driver","4"
"01/15/2026","Non-Transportation","Travel Services (Same Day)","10"
"01/15/2026","Non-Transportation","Travel Planning (Res)","6"
"01/15/2026","Non-Transportation","Scheduling","2"
"01/15/2026","Non-Transportation","Policy","22"
"01/15/2026","Non-Transportation","IT/Technology","4"
"01/15/2026","Non-Transportation","Eligibility","3"
"01/15/2026","Non-Transportation","Customer Relations","1"
"01/15/2026","Primary","Driver","16"
"01/15/2026","Non-Transportation","Customer","47"
"01/15/2026","Supplemental","Service - Ride Time","2"
"01/15/2026","Supplemental","Service - Other","2"
"01/15/2026","Supplemental","Service - No Shows","8"
"01/15/2026","Supplemental","Driver","9"
"01/15/2026","Broker","Vehicles","2"
"01/15/2026","Broker","Service - Ride Time","13"
"01/15/2026","Broker","Service - Other","5"
"01/15/2026","Primary","Service - Late Pickup","4"
"01/15/2026","Broker","Service - No Shows","40"
"01/15/2026","Primary","Service - No Shows","26"
"01/15/2026","Broker","Service - Late Pickup","9"
"01/14/2026","Non-Transportation","Travel Services (Same Day)","2"
"01/14/2026","Other/Unidentified Provider","Service - Ride Time","1"
"01/14/2026","Other/Unidentified Provider","Service - No Shows","2"
"01/14/2026","Other/Unidentified Provider","Driver","1"
"01/14/2026","Non-Transportation","Travel Planning (Res)","6"
"01/14/2026","Non-Transportation","Scheduling","1"
"01/14/2026","Non-Transportation","Policy","18"
"01/14/2026","Non-Transportation","IT/Technology","7"
"01/14/2026","Non-Transportation","Eligibility","2"
"01/14/2026","Non-Transportation","Customer Relations","1"
